Retailer,Retailer ID,Invoice Date,Year,Month,Day,Region,State,City,Sales Method,Gender,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit
Amazon,1185732,2021-09-23,2021,9,23,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,45.0,325,146250,35,51188
Amazon,1185732,2021-09-23,2021,9,23,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,35.0,225,78750,40,31500
Amazon,1185732,2021-09-23,2021,9,23,Southeast,Kentucky,Louisville,Online,Women, Athletic Footwear,35.0,200,70000,40,28000
Amazon,1185732,2021-09-23,2021,9,23,Southeast,Kentucky,Louisville,Online,Men, Apparel,45.0,200,90000,35,31500
Amazon,1185732,2021-09-23,2021,9,23,Southeast,Kentucky,Louisville,Online,Women, Apparel,50.0,275,137500,40,55000
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Men, Street Footwear,55.0,450,247500,40,99000
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,45.0,275,123750,35,43313
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,45.0,175,78750,40,31500
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Women, Athletic Footwear,45.0,150,67500,40,27000
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Men, Apparel,55.0,150,82500,35,28875
Amazon,1185732,2021-10-22,2021,10,22,Southeast,Kentucky,Louisville,Online,Women, Apparel,55.0,275,151250,40,60500
Amazon,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Men, Street Footwear,50.0,425,212500,40,85000
Amazon,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,40.0,275,110000,35,38500
Amazon,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,45.0,220,99000,40,39600
Foot Locker,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Women, Athletic Footwear,55.0,200,110000,40,44000
Foot Locker,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Men, Apparel,65.0,175,113750,35,39813
Foot Locker,1185732,2021-11-22,2021,11,22,Southeast,Kentucky,Louisville,Online,Women, Apparel,70.0,275,192500,40,77000
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Men, Street Footwear,65.0,525,341250,40,136500
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,55.0,325,178750,35,62563
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,55.0,275,151250,40,60500
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Women, Athletic Footwear,50.0,225,112500,40,45000
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Men, Apparel,60.0,225,135000,35,47250
Foot Locker,1185732,2021-12-21,2021,12,21,Southeast,Kentucky,Louisville,Online,Women, Apparel,65.0,325,211250,40,84500
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Men, Street Footwear,30.0,725,217500,40,87000
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,30.0,525,157500,35,55125
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,20.0,525,105000,40,42000
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Women, Athletic Footwear,25.0,375,93750,40,37500
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Men, Apparel,40.0,425,170000,35,59500
Foot Locker,1185732,2021-01-20,2021,1,20,Southeast,Kentucky,Louisville,Online,Women, Apparel,30.0,525,157500,50,78750
Foot Locker,1185732,2021-02-18,2021,2,18,Southeast,Kentucky,Louisville,Online,Men, Street Footwear,30.0,775,232500,40,93000
Foot Locker,1185732,2021-02-18,2021,2,18,Southeast,Kentucky,Louisville,Online,Men, Athletic Footwear,30.0,425,127500,35,44625
Foot Locker,1185732,2021-02-18,2021,2,18,Southeast,Kentucky,Louisville,Online,Women, Street Footwear,20.0,475,95000,40,38000
Foot Locker,1185732,2021-02-18,2021,2,18,South,Mississippi,Jackson,Online,Women, Athletic Footwear,25.0,325,81250,40,32500
Foot Locker,1185732,2021-02-18,2021,2,18,South,Mississippi,Jackson,Online,Men, Apparel,40.0,400,160000,35,56000
Foot Locker,1185732,2021-02-18,2021,2,18,South,Mississippi,Jackson,Online,Women, Apparel,25.0,500,125000,50,62500
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Men, Street Footwear,25.0,720,180000,40,72000
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Men, Athletic Footwear,25.0,400,100000,35,35000
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Women, Street Footwear,15.0,425,63750,40,25500
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Women, Athletic Footwear,20.0,275,55000,40,22000
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Men, Apparel,35.0,325,113750,35,39813
Foot Locker,1185732,2021-03-16,2021,3,16,South,Mississippi,Jackson,Online,Women, Apparel,25.0,425,106250,50,53125
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Men, Street Footwear,25.0,675,168750,40,67500
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Men, Athletic Footwear,25.0,375,93750,35,32813
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Women, Street Footwear,15.0,375,56250,40,22500
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Women, Athletic Footwear,20.0,300,60000,40,24000
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Men, Apparel,40.0,325,130000,35,45500
Foot Locker,1185732,2021-04-17,2021,4,17,South,Mississippi,Jackson,Online,Women, Apparel,30.0,475,142500,50,71250
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Men, Street Footwear,40.0,745,298000,40,119200
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Men, Athletic Footwear,40.0,450,180000,35,63000
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Women, Street Footwear,35.0,425,148750,40,59500
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Women, Athletic Footwear,35.0,375,131250,40,52500
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Men, Apparel,45.0,400,180000,35,63000
Foot Locker,1185732,2021-05-16,2021,5,16,South,Mississippi,Jackson,Online,Women, Apparel,50.0,500,250000,50,125000
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Men, Street Footwear,45.0,750,337500,40,135000
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Men, Athletic Footwear,40.0,500,200000,35,70000
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Women, Street Footwear,45.0,475,213750,40,85500
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Women, Athletic Footwear,45.0,450,202500,40,81000
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Men, Apparel,60.0,450,270000,35,94500
Foot Locker,1185732,2021-06-18,2021,6,18,South,Mississippi,Jackson,Online,Women, Apparel,65.0,625,406250,50,203125
Foot Locker,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Men, Street Footwear,60.0,850,510000,40,204000
Walmart,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Men, Athletic Footwear,55.0,600,330000,35,115500
Walmart,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Women, Street Footwear,50.0,525,262500,40,105000
Walmart,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Women, Athletic Footwear,50.0,475,237500,40,95000
Walmart,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Men, Apparel,60.0,500,300000,35,105000
Walmart,1185732,2021-07-16,2021,7,16,South,Mississippi,Jackson,Online,Women, Apparel,65.0,675,438750,50,219375
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Men, Street Footwear,60.0,825,495000,40,198000
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Men, Athletic Footwear,55.0,600,330000,35,115500
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Women, Street Footwear,50.0,525,262500,40,105000
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Women, Athletic Footwear,40.0,475,190000,40,76000
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Men, Apparel,50.0,450,225000,35,78750
Walmart,1185732,2021-08-17,2021,8,17,South,Mississippi,Jackson,Online,Women, Apparel,55.0,625,343750,50,171875
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Men, Street Footwear,50.0,725,362500,40,145000
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Men, Athletic Footwear,45.0,525,236250,35,82688
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Women, Street Footwear,20.0,425,85000,40,34000
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Women, Athletic Footwear,20.0,400,80000,40,32000
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Men, Apparel,30.0,400,120000,35,42000
Walmart,1185732,2021-09-16,2021,9,16,South,Mississippi,Jackson,Online,Women, Apparel,35.0,500,175000,50,87500
Walmart,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Men, Street Footwear,35.0,675,236250,40,94500
Walmart,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Men, Athletic Footwear,25.0,500,125000,35,43750
Walmart,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Women, Street Footwear,25.0,375,93750,40,37500
Walmart,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Women, Athletic Footwear,25.0,350,87500,40,35000
Walmart,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Men, Apparel,35.0,350,122500,35,42875
Sports Direct,1185732,2021-10-18,2021,10,18,South,Mississippi,Jackson,Online,Women, Apparel,35.0,475,166250,50,83125
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Men, Street Footwear,30.0,625,187500,40,75000
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Men, Athletic Footwear,20.0,450,90000,35,31500
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Women, Street Footwear,30.0,395,118500,40,47400
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Women, Athletic Footwear,60.0,450,270000,40,108000
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Men, Apparel,75.0,425,318750,35,111563
Sports Direct,1185732,2021-11-17,2021,11,17,South,Mississippi,Jackson,Online,Women, Apparel,75.0,525,393750,50,196875
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Men, Street Footwear,70.0,775,542500,40,217000
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Men, Athletic Footwear,60.0,575,345000,35,120750
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Women, Street Footwear,60.0,525,315000,40,126000
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Women, Athletic Footwear,60.0,475,285000,40,114000
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Men, Apparel,70.0,475,332500,35,116375
Sports Direct,1185732,2021-12-16,2021,12,16,South,Mississippi,Jackson,Online,Women, Apparel,75.0,575,431250,50,215625
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Men, Street Footwear,25.0,650,162500,40,65000
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Men, Athletic Footwear,25.0,450,112500,35,39375
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Women, Street Footwear,15.0,450,67500,40,27000
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Women, Athletic Footwear,20.0,300,60000,40,24000
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Men, Apparel,35.0,350,122500,35,42875
Sports Direct,1197831,2021-01-23,2021,1,23,South,Mississippi,Jackson,Online,Women, Apparel,25.0,450,112500,40,45000
Sports Direct,1197831,2021-02-21,2021,2,21,South,Mississippi,Jackson,Online,Men, Street Footwear,25.0,700,175000,40,70000
Sports Direct,1197831,2021-02-21,2021,2,21,South,Mississippi,Jackson,Online,Men, Athletic Footwear,25.0,350,87500,35,30625
Sports Direct,1197831,2021-02-21,2021,2,21,South,Mississippi,Jackson,Online,Women, Street Footwear,15.0,400,60000,40,24000
Walmart,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,20.0,250,50000,40,20000
Walmart,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Men, Apparel,35.0,325,113750,35,39813
Walmart,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Women, Apparel,20.0,425,85000,40,34000
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Men, Street Footwear,20.0,645,129000,40,51600
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,20.0,325,65000,35,22750
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Women, Street Footwear,10.0,350,35000,40,14000
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,20.0,200,40000,40,16000
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Men, Apparel,35.0,250,87500,35,30625
Walmart,1197831,2021-03-19,2021,3,19,South,Arkansas,Little Rock,Online,Women, Apparel,25.0,350,87500,40,35000
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Men, Street Footwear,25.0,600,150000,40,60000
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,25.0,300,75000,35,26250
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Women, Street Footwear,15.0,300,45000,40,18000
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,20.0,225,45000,40,18000
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Men, Apparel,40.0,250,100000,35,35000
Walmart,1197831,2021-04-20,2021,4,20,South,Arkansas,Little Rock,Online,Women, Apparel,30.0,400,120000,40,48000
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Men, Street Footwear,40.0,670,268000,40,107200
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,40.0,375,150000,35,52500
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Women, Street Footwear,35.0,350,122500,40,49000
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,35.0,300,105000,40,42000
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Men, Apparel,45.0,325,146250,35,51188
Walmart,1197831,2021-05-19,2021,5,19,South,Arkansas,Little Rock,Online,Women, Apparel,45.0,425,191250,40,76500
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Men, Street Footwear,40.0,675,270000,40,108000
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,35.0,425,148750,35,52063
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Women, Street Footwear,40.0,400,160000,40,64000
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,40.0,375,150000,40,60000
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Men, Apparel,55.0,375,206250,35,72188
Walmart,1197831,2021-06-21,2021,6,21,South,Arkansas,Little Rock,Online,Women, Apparel,60.0,550,330000,40,132000
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Men, Street Footwear,55.0,775,426250,40,170500
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,50.0,525,262500,35,91875
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Women, Street Footwear,45.0,450,202500,40,81000
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,45.0,400,180000,40,72000
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Men, Apparel,60.0,425,255000,35,89250
Walmart,1197831,2021-07-19,2021,7,19,South,Arkansas,Little Rock,Online,Women, Apparel,65.0,600,390000,40,156000
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Men, Street Footwear,60.0,750,450000,40,180000
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,55.0,525,288750,35,101063
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Women, Street Footwear,50.0,450,225000,40,90000
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,40.0,400,160000,40,64000
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Men, Apparel,50.0,375,187500,35,65625
Walmart,1197831,2021-08-20,2021,8,20,South,Arkansas,Little Rock,Online,Women, Apparel,55.0,550,302500,40,121000
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Men, Street Footwear,50.0,650,325000,40,130000
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,40.0,450,180000,35,63000
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Women, Street Footwear,15.0,350,52500,40,21000
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,15.0,325,48750,40,19500
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Men, Apparel,25.0,325,81250,35,28438
Walmart,1197831,2021-09-19,2021,9,19,South,Arkansas,Little Rock,Online,Women, Apparel,30.0,425,127500,40,51000
Walmart,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Men, Street Footwear,30.0,600,180000,40,72000
Walmart,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,20.0,425,85000,35,29750
Walmart,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Women, Street Footwear,20.0,300,60000,40,24000
Walmart,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,20.0,275,55000,40,22000
Walmart,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Men, Apparel,30.0,275,82500,35,28875
West Gear,1197831,2021-10-21,2021,10,21,South,Arkansas,Little Rock,Online,Women, Apparel,30.0,400,120000,40,48000
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Men, Street Footwear,25.0,550,137500,40,55000
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,15.0,375,56250,35,19688
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Women, Street Footwear,25.0,320,80000,40,32000
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,55.0,375,206250,40,82500
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Men, Apparel,75.0,350,262500,35,91875
West Gear,1197831,2021-11-20,2021,11,20,South,Arkansas,Little Rock,Online,Women, Apparel,75.0,450,337500,40,135000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Men, Street Footwear,70.0,700,490000,40,196000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,60.0,500,300000,35,105000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Women, Street Footwear,60.0,450,270000,40,108000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,60.0,400,240000,40,96000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Men, Apparel,70.0,400,280000,35,98000
West Gear,1197831,2021-12-19,2021,12,19,South,Arkansas,Little Rock,Online,Women, Apparel,75.0,500,375000,40,150000
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Men, Street Footwear,25.0,575,143750,40,57500
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,25.0,375,93750,35,32813
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Women, Street Footwear,15.0,375,56250,40,22500
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Women, Athletic Footwear,20.0,225,45000,40,18000
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Men, Apparel,35.0,275,96250,35,33688
West Gear,1197831,2021-01-23,2021,1,23,South,Arkansas,Little Rock,Online,Women, Apparel,25.0,375,93750,40,37500
West Gear,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Men, Street Footwear,25.0,625,156250,40,62500
West Gear,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Men, Athletic Footwear,25.0,275,68750,35,24063
West Gear,1197831,2021-02-21,2021,2,21,South,Arkansas,Little Rock,Online,Women, Street Footwear,15.0,325,48750,40,19500
West Gear,1197831,2021-02-21,2021,2,21,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,20.0,175,35000,40,14000
West Gear,1197831,2021-02-21,2021,2,21,South,Oklahoma,Oklahoma City,Online,Men, Apparel,35.0,250,87500,35,30625
West Gear,1197831,2021-02-21,2021,2,21,South,Oklahoma,Oklahoma City,Online,Women, Apparel,20.0,350,70000,40,28000
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,20.0,570,114000,40,45600
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,20.0,250,50000,35,17500
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,10.0,275,27500,40,11000
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,20.0,125,25000,40,10000
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Men, Apparel,35.0,175,61250,35,21438
West Gear,1197831,2021-03-19,2021,3,19,South,Oklahoma,Oklahoma City,Online,Women, Apparel,25.0,275,68750,40,27500
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,25.0,525,131250,40,52500
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,25.0,225,56250,35,19688
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,15.0,225,33750,40,13500
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,20.0,150,30000,40,12000
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Men, Apparel,40.0,175,70000,35,24500
West Gear,1197831,2021-04-20,2021,4,20,South,Oklahoma,Oklahoma City,Online,Women, Apparel,30.0,325,97500,40,39000
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,40.0,595,238000,40,95200
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,40.0,300,120000,35,42000
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,35.0,275,96250,40,38500
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,35.0,225,78750,40,31500
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Men, Apparel,45.0,250,112500,35,39375
West Gear,1197831,2021-05-19,2021,5,19,South,Oklahoma,Oklahoma City,Online,Women, Apparel,45.0,350,157500,40,63000
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,40.0,600,240000,40,96000
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,35.0,350,122500,35,42875
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,40.0,325,130000,40,52000
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,40.0,300,120000,40,48000
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Men, Apparel,55.0,300,165000,35,57750
West Gear,1197831,2021-06-21,2021,6,21,South,Oklahoma,Oklahoma City,Online,Women, Apparel,60.0,475,285000,40,114000
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,55.0,700,385000,40,154000
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,50.0,450,225000,35,78750
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,45.0,375,168750,40,67500
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,45.0,325,146250,40,58500
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Men, Apparel,60.0,350,210000,35,73500
West Gear,1197831,2021-07-19,2021,7,19,South,Oklahoma,Oklahoma City,Online,Women, Apparel,65.0,525,341250,40,136500
West Gear,1197831,2021-08-20,2021,8,20,South,Oklahoma,Oklahoma City,Online,Men, Street Footwear,60.0,675,405000,40,162000
West Gear,1197831,2021-08-20,2021,8,20,South,Oklahoma,Oklahoma City,Online,Men, Athletic Footwear,55.0,450,247500,35,86625
West Gear,1197831,2021-08-20,2021,8,20,South,Oklahoma,Oklahoma City,Online,Women, Street Footwear,50.0,375,187500,40,75000
West Gear,1197831,2021-08-20,2021,8,20,South,Oklahoma,Oklahoma City,Online,Women, Athletic Footwear,40.0,325,130000,40,52000
